filename,fractal_dimension,entropy,lacunarity,SRE,LRE,RPC,Minor_Axis_Length,Solidity,Integrated_Density,Label
D7.jpg,1.7018405382468031,6.907018418702714,0.0580996880111628,2.677,20.532,33.58,1.3072467927256155,0.9474263383220132,46146066.0,0
D8.jpg,1.6245445317092455,6.68381332686962,0.0617016397991142,2.596,20.158,33.236,1.4461448164287445,0.954408187537113,50910772.0,0
F7.jpg,1.6467817875187194,6.138011540964806,0.0161725240196283,2.333,92.241,20.342,1.3790948663823346,0.9418214912251404,53716711.0,0
D10.jpg,1.7769018099707472,6.259669683704719,0.0252480483403659,2.69,16.923,35.415,2.5770195767302293,0.8844853280594643,63902405.0,0
D3.jpg,1.7481506276443222,6.691287446414802,0.0228578133225411,2.406,32.859,28.229,1.7679368841168803,0.906480523782716,50195390.0,0
C6.jpg,1.6927308464966777,6.677804657096924,0.051819634527641,2.643,22.287,32.791,2.0658915453023403,0.9159654031305596,55137009.0,0
C10.jpg,1.4824479730511229,6.4611500229370336,0.0291792146106293,2.187,163.884,15.934,1.9286730911020635,0.9451775646086084,39353682.0,0
F10.jpg,1.380746189723873,6.690767585701254,0.0602006294841347,2.257,44.878,25.247,2.482405443285562,0.9486077719596616,36611287.0,0
B2 (1).jpg,1.5918244955637095,6.6746712488437385,0.0304107148081131,2.288,124.872,17.854,1.2183695038230034,0.9570655180513766,43405529.0,0
E7.jpg,1.6492603627663116,5.892363849490216,0.0208924355252845,2.39,34.417,27.967,1.537677935127052,0.902653948617628,60020988.0,0
