filename,fractal_dimension,entropy,lacunarity,SRE,LRE,RPC,Minor_Axis_Length,Solidity,Integrated_Density,Label
C4.jpg,1.6254231584556635,6.460991912140413,0.0248157315231558,2.312,45.395,24.768,1.4960513899297376,0.9335498821430088,51586481.0,0
C9.jpg,1.4423531915052736,6.200769219252936,0.0193369035764399,2.17,64.859,22.176,2.4810114441093534,0.922964827394376,46537561.0,0
B1 (1).jpg,1.6901854537339658,6.723438917055678,0.0268608233204439,2.331,50.205,24.397,1.1155436192192456,0.955016544895621,45225857.0,0
B8.jpg,1.5707587870826258,6.433663467652358,0.0470637723599888,2.498,40.776,27.632,1.790983201736685,0.9024861891556346,50370677.0,0
B10.jpg,1.5950866579957437,6.034460380727826,0.0241580599059661,2.529,86.407,24.755,1.2447714112868036,0.9161242980724592,49861845.0,0
E10.jpg,1.5787920707946017,6.420588365739818,0.0533891446747481,2.417,238.355,14.707,1.606394500989408,0.9273547324672012,54256947.0,0
F6.jpg,1.5947307123774035,6.617136811096817,0.0468166327926033,2.431,182.426,17.474,1.8322165655379263,0.9300250914139762,47315669.0,0
B9.jpg,1.6032163437031364,6.375454918654492,0.0252555047381882,2.572,28.522,30.472,1.445680872050289,0.9098771825972296,44840578.0,0
C7.jpg,1.377824575572371,6.708469954319941,0.0482387453940875,2.199,142.81,16.687,2.956228009662016,0.933828024549496,35021904.0,0
E5.jpg,1.4838625990905965,6.716253082628447,0.0389867429688164,2.132,228.466,14.076,2.0971207503148763,0.901522925938061,37642542.0,0
B3.jpg,1.6613279563886665,6.765025195939294,0.0416289116296383,2.567,51.815,26.687,2.453003757046964,0.8800756206371897,51097390.0,0
E6.jpg,1.568488396362817,6.724866645781346,0.0396908021738273,2.236,115.073,18.41,1.6746963437500353,0.9091376737222406,38783386.0,0
D1 (1).jpg,1.6226516837120848,6.261449023261396,0.0136439861088637,2.256,101.985,19.278,1.3082329313689214,0.9439969901446514,48759030.0,0
A1 (1).jpg,1.5178765992042056,6.407159700141388,0.024838969219322,2.284,54.267,24.231,2.2092464615432763,0.9036105052552852,49154842.0,0
D5.jpg,1.5847554942602755,6.809291599634019,0.0613355706252083,2.324,53.6,23.651,2.0986816474092027,0.9205893268988404,47562794.0,0
A9 (1).jpg,1.655122734562747,6.421139176325483,0.025894391078301,2.551,26.482,31.308,1.411608385755638,0.9198536237867014,44839779.0,0
A5 (1).jpg,1.5698798550899302,6.352540409977704,0.0308188668776773,2.291,60.958,22.985,1.872280170449993,0.9212991745641264,49900293.0,0
C3.jpg,1.6542982613257762,6.941538533580259,0.0349125192966057,2.453,27.517,29.41,1.8096023193300148,0.903920395892177,41383774.0,0
A2 (1).jpg,1.5364586391104245,6.546728418521358,0.0300489816234672,2.192,162.698,16.003,2.056372569226756,0.9090841186795828,46072598.0,0
D4.jpg,1.7553045177095536,6.386294529773527,0.0221170525135859,2.459,27.702,29.809,1.8266490558290165,0.8993951416251624,60339874.0,0
B4.jpg,1.657307100625438,6.877316948703688,0.0409399071490236,2.43,69.724,23.086,2.150151376576764,0.879045706383655,44011500.0,0
D9.jpg,1.672803110016563,6.165808390066836,0.0262190087643595,2.426,28.894,29.465,1.703266232322811,0.9365810267810232,66018358.0,0
C2 (1).jpg,1.4639948852465796,6.463702900359729,0.0240915086120684,2.294,75.402,20.541,1.7836813977533772,0.931783460167802,43057859.0,0
C5.jpg,1.6366217025525795,6.674688750372668,0.0541082605475852,2.613,19.758,33.55,2.2107105505052,0.927005120741148,54384535.0,0
B6.jpg,1.5985968933102774,6.6379106038346185,0.0380887426228947,2.436,63.969,23.539,1.977108688579993,0.8910709496029721,41924810.0,0
A8 (1).jpg,1.6179844209159038,6.473160030871283,0.039193957158538,2.306,78.987,21.714,1.9366771668438263,0.9293196144427386,52537589.0,0
D6.jpg,1.6792656340492516,6.599760553082875,0.044882119743793,2.615,27.495,28.692,1.5671860121699803,0.9234193619548978,50228316.0,0
E4.jpg,1.3845947252196875,6.387242154874768,0.0239543899871505,2.255,79.96,20.85,2.2164255228793213,0.9355136168803744,37022761.0,0
A10 (1).jpg,1.4831858592740883,6.043601317411394,0.0219055307600916,2.34,35.158,27.402,1.4143993093055196,0.9533048978298926,57497231.0,0
A7 (1).jpg,1.541532746300167,6.4840286848596165,0.0458626925110909,2.325,141.883,17.339,2.540239112429142,0.9127070217430342,46770473.0,0
A3 (1).jpg,1.6269927153158936,6.621899324667675,0.036786960717035,2.301,89.708,17.364,2.45729557293039,0.8985393600099626,37413267.0,0
A4 (1).jpg,1.5866944544348562,6.174129404307057,0.0241706617793674,2.236,46.356,24.697,2.2071200212592026,0.9200253163382894,50221751.0,0
B5.jpg,1.5744392248480006,6.639646516853545,0.0303083232512423,2.3,39.575,26.058,1.8279523494869945,0.905858114648055,43555538.0,0
C1 (1).jpg,1.5624465148047206,6.631291465889723,0.0262051463527142,2.296,78.334,21.078,1.227915933748074,0.9505252843658654,43556908.0,0
A6 (1).jpg,1.5563565975330256,6.3973753205706725,0.0291596373405344,2.307,44.227,25.973,2.022335295085927,0.9125910981840976,46803775.0,0
B7.jpg,1.585522819321871,6.441156686129998,0.0405858576234649,2.38,99.103,20.567,1.4483883625994227,0.9158962780392136,52189761.0,0
